epoch,train_loss,train_uar,val_loss,val_uar
1,0.6871784426728074,0.5124523603455868,0.6733160614967346,0.5
2,0.6620690859093958,0.5011494252873563,0.6512706174569971,0.5
3,0.6450181007385254,0.5,0.6350508998422062,0.5
4,0.6285816212089694,0.5,0.6252591680077946,0.5
5,0.6225134614779024,0.5113226741979077,0.6157704609281877,0.5297890001606598
6,0.6151935129749532,0.5300050107046873,0.6082709168686586,0.5541557328763456
7,0.6103735377593916,0.5775429326287979,0.6012028385611141,0.5961280993948481
8,0.6051485161392056,0.5900833599052522,0.5967371393652523,0.6204948321105339
9,0.605113087868204,0.5972972562595849,0.593688659808215,0.6318347346436031
10,0.5962834035863682,0.6136291167494192,0.5908651649951935,0.6380335243399561
11,0.5952453339586452,0.6154906694605141,0.5886025604079751,0.6461334547207197
12,0.5961085138272266,0.6288115519518972,0.5878265219576219,0.6412734964922615
13,0.5959927354540143,0.6280310967369683,0.5862446655245388,0.6461334547207197
14,0.5944092164234239,0.6310845898054935,0.5844610929489136,0.6439511594280511
15,0.598996965860834,0.6360770737484626,0.584753576446982,0.6428934825684143
16,0.5955707649795376,0.6335550190558618,0.5819604642250958,0.6507122583409201
17,0.5955974994873514,0.6377579374117432,0.5839408495846916,0.6399346650243667
18,0.5892101100512913,0.6338298486159827,0.5800336932434755,0.6558533711776362
19,0.591364539399439,0.6307156197330661,0.5786601690685048,0.6590933433299416
20,0.5872906507277975,0.6324314064896217,0.5782610055278329,0.6542333851014834
21,0.5826237554452858,0.6453408038385035,0.576607462237863,0.6593744979381995
22,0.5890039552231224,0.6371748735935863,0.5750397303525139,0.6671932737107052
23,0.5793052340040401,0.6595970178715134,0.5745413355967578,0.6590933433299416
24,0.5893823425380551,0.6343870997130233,0.5731960535049438,0.6642344561666578
25,0.5808217373429513,0.6549993167220881,0.5757257237153894,0.6412734964922615
26,0.5787768418691597,0.660309145295252,0.5718804071931278,0.6558533711776362
27,0.5852341889118662,0.6466876205226317,0.5705880522727966,0.6539522304932255
28,0.5785646529830232,0.6541247209948526,0.5697274611276739,0.6523322444170727
29,0.5758653264872882,0.6688182328914802,0.5665748820585363,0.6815589353612168
30,0.5781170865710901,0.6675488543707011,0.5667330535019145,0.6574733572537889
31,0.5741776167129984,0.6718808363321642,0.5640565402367536,0.6712767096877845
32,0.5746463707515171,0.6728070575016323,0.5670003610498765,0.6431746371766722
33,0.5716522232610353,0.6697019389908745,0.560737727319493,0.6758555133079848
34,0.5737699921033821,0.6590397667744727,0.5598279956509086,0.6693755690033738
35,0.5704540525163923,0.6745653593282619,0.5588738006703994,0.6696567236116318
36,0.5692104180248416,0.6846444677265067,0.5581014349180109,0.656134525785894
37,0.5688202070946596,0.6807588940008199,0.5541422472280615,0.6950811331869544
38,0.5694833233648416,0.6850301401478918,0.5590251456288731,0.650216890697799
39,0.564895745442838,0.6769416480663235,0.5555135011672974,0.6528945536335886
40,0.5612445631805731,0.6878012116794971,0.5503202676773071,0.6918411610346489
41,0.5632464897875883,0.6856223143382074,0.5559662720736336,0.6431746371766722
42,0.5594314951069501,0.6929394615770055,0.5497211515903473,0.6702190328281475
43,0.5515188927553138,0.705428263411227,0.5554194292601418,0.6399346650243667
44,0.5582810384886605,0.6817883660547533,0.5442858881810132,0.7007845552401863
45,0.5562926257143215,0.6879469776340363,0.5434123593218186,0.6886011888823436
46,0.553195845107643,0.6779453073991406,0.5419999290915096,0.6850800621217801
47,0.5517991312912532,0.7092713220668397,0.539444344885209,0.7097279494457238
48,0.5444127382064352,0.6954265931763313,0.5417456574299756,0.6669790606758421
49,0.5455767232544568,0.697142379932887,0.5366425882367527,0.6991645691640336
50,0.551028639686351,0.7087823987609894,0.5446559032973122,0.6488780592299042
51,0.5493547381186972,0.7019116597579678,0.5409622858552372,0.6626814116638997
52,0.5419930535919812,0.7012769704975781,0.5318821440724766,0.7110667809136186
53,0.5464749755908032,0.7075130202402102,0.5312586163773256,0.6988834145557757
54,0.5434395281635985,0.7010795791008062,0.5304763159331154,0.6959245970117282
