epoch,train_loss,train_uar,val_loss,val_uar
1,0.6864648505493447,0.5305164319248826,0.6684130492963289,0.5865221088435374
2,0.6710196446489405,0.5944835680751174,0.6529373275606256,0.6220592403628118
3,0.6595233800234618,0.6167840375586855,0.64069632950582,0.6386763038548753
4,0.6503324453477506,0.6226525821596244,0.6326131036407069,0.6400581065759637
5,0.6474904462143227,0.6232394366197183,0.6268726414755771,0.636656746031746
6,0.6404461386027159,0.6203051643192488,0.6232866927197105,0.6400226757369615
7,0.6415447162257301,0.625586854460094,0.6207964075239081,0.640093537414966
8,0.6414842815310867,0.6226525821596245,0.6186849867042742,0.6420068027210885
9,0.6406438593511228,0.6285211267605634,0.6178053946871507,0.6385700113378685
10,0.6434130856284389,0.6338028169014085,0.6165391442022825,0.642077664399093
11,0.6349089300190961,0.630868544600939,0.6169852928111428,0.6351332199546484
12,0.6347461309697893,0.6384976525821596,0.6159108657585947,0.6368693310657596
13,0.6332228785311734,0.636737089201878,0.6147399889795404,0.6421839569160998
14,0.6335719768647794,0.636150234741784,0.6145015766746119,0.6370110544217686
15,0.628138350115882,0.6402582159624413,0.6141365264591417,0.6387117346938775
16,0.6254540648725297,0.6402582159624413,0.6137028681604486,0.6387117346938775
17,0.6261844690199252,0.6437793427230047,0.6133906904019808,0.6455498866213152
18,0.6329282345595183,0.625,0.6126739210204074,0.6406604308390023
19,0.6206942178584911,0.636737089201878,0.6131642100058103,0.6490575396825397
20,0.6228915331540285,0.6384976525821596,0.6121529074091661,0.640625
21,0.6266122361024221,0.6279342723004695,0.6124410723385058,0.6355229591836735
22,0.6290074862815715,0.6285211267605634,0.6116264133076919,0.6390306122448979
23,0.6230099984893093,0.6373239436619718,0.611671800676145,0.6389951814058956
24,0.6256382277718296,0.6343896713615024,0.6110229131422544,0.6424674036281179
25,0.6249212672313055,0.6525821596244131,0.6110091460378546,0.6475340136054422
26,0.6248356446071908,0.6332159624413145,0.6101260859715311,0.6442743764172336
27,0.6270054247644212,0.6355633802816901,0.6097644896883714,0.6391369047619048
28,0.6182218094666799,0.6467136150234742,0.6096865440669813,0.6390660430839002
29,0.6228171785672506,0.6431924882629108,0.6094917058944702,0.6425382653061225
30,0.6228806950427868,0.6396713615023475,0.6090332708860698,0.6392077664399094
