epoch,train_loss,train_uar,val_loss,val_uar
1,0.6957498634303058,0.5010560568249921,0.6957611504353975,0.5
2,0.694829566611184,0.4897556951635919,0.694443658778542,0.5
3,0.6949169635772705,0.48906019247085464,0.6938543696152536,0.5
4,0.694889407466959,0.49374255189280536,0.6938364003833971,0.5
5,0.6954122616185082,0.4936428977756371,0.6935063161348042,0.5
6,0.6934450390162291,0.4889037908702988,0.6933031113524186,0.5
7,0.6945682775091242,0.4906428936233822,0.6932884893919292,0.5
8,0.6934840160387533,0.5017951581939906,0.693210388484754,0.5
9,0.6932922391979782,0.504146718542171,0.6931336114281103,0.566298113386424
10,0.6944001626085352,0.4852761041883795,0.6931735402659366,0.5
11,0.6938256676550265,0.5012200708928317,0.6932191911496615,0.5
12,0.6938132809268104,0.494729404469764,0.6931831554362649,0.5
13,0.6933457420931922,0.511710050809759,0.6930031117640043,0.5
14,0.694442665135419,0.4835702194743522,0.6932752602978757,0.5
15,0.6937005707511196,0.4882678038308703,0.6930958816879674,0.5
16,0.6952196293407016,0.4758823195603039,0.6930254635057951,0.5
17,0.6940737830268012,0.49290448844911894,0.6930738718886125,0.5
18,0.6931701037618849,0.50647474944602,0.6930739314932572,0.5
19,0.6941181973174766,0.498278198308925,0.6930842493709765,0.5
20,0.6928298362979183,0.514716975386817,0.6929947733879089,0.5
21,0.6937749838387525,0.49999238753271635,0.6930754655285886,0.5
22,0.6946034630139669,0.5010705897170792,0.6928594363363165,0.5
23,0.6936056470429456,0.5052276888964552,0.6929821309290434,0.5
24,0.6937123172812991,0.5075958582641636,0.6928843259811401,0.5
25,0.6941570551307114,0.4934837280051599,0.6930078958210192,0.5
26,0.6942653004769925,0.5047162695034872,0.693086093977878,0.5452277682973076
27,0.6953268139450638,0.48582212570536426,0.6929842515995628,0.5
28,0.692183271602348,0.5117045144699163,0.6928601233582747,0.5
29,0.6930560524816867,0.5147086708770532,0.6930058222067984,0.5
30,0.6933066094363177,0.5152699173286053,0.6928497239163047,0.5
31,0.6939546741821148,0.49641452790938123,0.693016673389234,0.5
32,0.6930970461280258,0.5123543423589514,0.6930286256890548,0.494702787258248
33,0.6939521906552492,0.49300552665124797,0.6931046278853166,0.5104166666666666
34,0.6952078971597884,0.48766226666057666,0.6929435071192289,0.5
35,0.6947228180037605,0.4811729843224697,0.6930887291305944,0.5138888888888888
36,0.6946056452062395,0.48885396381171464,0.6931231837523611,0.5069444444444444
37,0.6929706886962608,0.5012311435725171,0.6932165497227719,0.5017361111111112
38,0.6940740744272867,0.4953280212152542,0.6930495155485052,0.5400194349639742
39,0.6951103607813517,0.4870594976602044,0.692916496803886,0.5
40,0.6924370549343251,0.5188090225730416,0.6930439033006367,0.5417555460750854
41,0.6934429064944938,0.5022968889922339,0.6929032457502264,0.5
42,0.6960222765251443,0.4677051456126583,0.6930789633801109,0.5121527777777778
43,0.694320946931839,0.4876179759418352,0.6928788580392536,0.5
44,0.6945305444576122,0.4899501591005663,0.6928710184599224,0.5
45,0.6936591907783791,0.49404912671159407,0.6929077160985846,0.5
46,0.6938231278348852,0.4917626183565652,0.6928947254231101,0.5
47,0.6938722376470212,0.50113425762527,0.6927754502547415,0.5
48,0.6940942031365854,0.4993217983692711,0.692729441743148,0.5
49,0.6931125554773543,0.503433222744945,0.6928621844241494,0.5
50,0.6932913208449328,0.49940069121202935,0.6930096431782371,0.5417555460750854
