epoch,train_loss,train_uar,val_loss,val_uar
1,0.693441950612598,0.5011737040466492,0.6941790894458169,0.5
2,0.6933226463971315,0.5005584782816309,0.6938010611032185,0.5
3,0.6934405421769178,0.49813494551549553,0.6934343419576946,0.5
4,0.6933777409571188,0.4945363246177504,0.6932173088977212,0.5
5,0.6930686555526875,0.5160886035828424,0.6928805457918268,0.5
6,0.6927198557942001,0.5253771977539069,0.6924577888689543,0.6212433636708381
7,0.692238199490088,0.5230879212289568,0.6920031183644345,0.6398487864998104
8,0.6919359388174834,0.5406920978437341,0.6912709443192733,0.6309312191884717
9,0.691356955854981,0.5409917522377193,0.6894883011516771,0.6084447288585514
10,0.6895910192418981,0.5804790041231891,0.6871347897931149,0.6454126374668183
11,0.6868243725211532,0.6141295697295083,0.6823505225934481,0.6242652635570725
12,0.6818268243913297,0.624542040888638,0.6737217871766341,0.6207041619264315
13,0.6735710821769856,0.6133634787037767,0.6637327702421891,0.6354699943117179
14,0.6668038191618743,0.6311185205792673,0.6512926722827711,0.6354699943117179
15,0.6551379991902245,0.6228929036579982,0.6412000812982258,0.6354699943117179
16,0.651418889010394,0.6300140207806516,0.6342343201762751,0.6405894482366326
17,0.649832088638235,0.6212119324732629,0.6301861342630888,0.6422070534698521
18,0.6409262760921761,0.6182354577653395,0.6274724712497309,0.6403228100113766
19,0.6466348336802589,0.624076296299372,0.6282255822106412,0.6415848976109215
20,0.6442850519109655,0.624185639011265,0.6245703085472709,0.6320866514979143
21,0.6454007780110395,0.6258527693463936,0.6238018274307251,0.6405005688282139
22,0.6473730625929656,0.6247427332079352,0.6238308799894232,0.6403228100113766
23,0.6436699363920424,0.6282292432238661,0.6245256505514446,0.6486478479332575
24,0.6414223114649454,0.6353033014578566,0.6224359618990045,0.6422663064087979
25,0.6421522674737153,0.6282832225373323,0.6220304762062273,0.6405005688282139
26,0.6380846853609439,0.6341295974112076,0.6216484057275873,0.6405005688282139
27,0.6436195401129899,0.6135088076246472,0.6213827729225159,0.6405301952976867
28,0.6406893674974088,0.6246942902343118,0.6209026888797158,0.6422663064087979
29,0.6395779505923942,0.6329309798352662,0.6204945131352073,0.6455015168752369
30,0.6384017588915648,0.6317600439585384,0.6201501692596235,0.6404116894197952
